Driver,AvgRaceLapTime,ReadableAvgLap,PitStopCount,QualiPosition,FinalPosition,AirTemp,TrackTemp,Humidity,GP,Year,AvgQualifyingPosition,AvgFinishingPosition,Year_x,Year_y
HUL,98.32071794871794,1:38.320,4.0,18.0,16.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,17.5,14.5,,
LEC,93.57574545454546,1:33.575,3.0,5.0,2.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,5.242424242424242,6.909090909090909,,
MAG,96.44736842105264,1:36.447,3.0,10.0,9.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,12.166666666666666,12.75,,
NOR,92.82092592592592,1:32.820,4.0,3.0,10.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,7.363636363636363,7.575757575757576,,
PER,95.4564054054054,1:35.456,3.0,9.0,17.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,5.7272727272727275,6.0606060606060606,,
RUS,96.0425789473684,1:36.042,4.0,2.0,4.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,10.636363636363637,10.909090909090908,,
SAI,96.18945614035088,1:36.189,3.0,7.0,6.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,6.2727272727272725,7.181818181818182,,
STR,121.44525,2:01.445,2.0,15.0,18.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,14.575757575757576,12.212121212121213,,
TSU,96.9547894736842,1:36.954,4.0,14.0,13.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,13.21875,13.09375,,
VER,91.00656603773584,1:31.006,3.0,1.0,1.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,2.6666666666666665,4.545454545454546,,
ZHO,96.32777192982456,1:36.327,3.0,12.0,8.0,18.93,22.77,57.25,Qatar Grand Prix,2024.0,13.666666666666666,14.833333333333334,,
NOR,103.42830188679244,,5.0,1.0,1.0,15.71,18.94,78.42,Australian Grand Prix,,7.111271198511861,6.908434361576576,2025.0,2022.6410256410256
VER,103.34115094339624,,5.0,3.0,2.0,15.71,18.94,78.42,Australian Grand Prix,,2.588655308768091,4.3271076997957705,2025.0,2022.6410256410256
RUS,103.68633962264153,,5.0,4.0,3.0,15.71,18.94,78.42,Australian Grand Prix,,11.451304659337108,12.17491860135049,2025.0,2022.6410256410256
TSU,104.08569811320756,,5.0,5.0,12.0,15.71,18.94,78.42,Australian Grand Prix,,13.52002590536534,13.031447745626089,2025.0,2022.6493506493507
ALB,104.67238888888888,,5.0,6.0,5.0,15.71,18.94,78.42,Australian Grand Prix,,16.0,14.25,2025.0,2023.1929824561405
LEC,103.9335283018868,,5.0,7.0,8.0,15.71,18.94,78.42,Australian Grand Prix,,5.473180130173215,7.152090717450474,2025.0,2022.6410256410256
HAM,103.9671886792453,,5.0,8.0,10.0,15.71,18.94,78.42,Australian Grand Prix,,3.2735953246356932,3.849629173894382,2025.0,2022.6410256410256
GAS,104.88916666666668,,5.0,9.0,11.0,15.71,18.94,78.42,Australian Grand Prix,,7.812392307331695,10.842924591513812,2025.0,2022.6410256410256
ALO,98.51737931034482,,3.0,12.0,17.0,15.71,18.94,78.42,Australian Grand Prix,,10.558843925308382,10.529275924130372,2025.0,2022.6410256410256
STR,104.73012962962964,,5.0,13.0,6.0,15.71,18.94,78.42,Australian Grand Prix,,13.939814544715148,11.939087551470942,2025.0,2022.6363636363635
HUL,104.74016666666668,,5.0,17.0,7.0,15.71,18.94,78.42,Australian Grand Prix,,17.5,14.5,2025.0,2023.4583333333333
OCO,103.84869811320756,,5.0,19.0,13.0,15.71,18.94,78.42,Australian Grand Prix,,11.518001233573589,10.996440137213025,2025.0,2022.6410256410256
RUS,97.60933928571428,,1.0,2.0,3.0,27.22,35.82,18.23,Chinese Grand Prix,,11.451304659337108,12.17491860135049,2025.0,2022.6410256410256
NOR,97.58525,,1.0,3.0,2.0,27.22,35.82,18.23,Chinese Grand Prix,,7.111271198511861,6.908434361576576,2025.0,2022.6410256410256
VER,97.70860714285712,,1.0,4.0,4.0,27.22,35.82,18.23,Chinese Grand Prix,,2.588655308768091,4.3271076997957705,2025.0,2022.6410256410256
HAM,97.86441071428573,,2.0,5.0,19.0,27.22,35.82,18.23,Chinese Grand Prix,,3.2735953246356932,3.849629173894382,2025.0,2022.6410256410256
LEC,97.82566071428572,,1.0,6.0,18.0,27.22,35.82,18.23,Chinese Grand Prix,,5.473180130173215,7.152090717450474,2025.0,2022.6410256410256
TSU,99.60976363636364,,3.0,9.0,16.0,27.22,35.82,18.23,Chinese Grand Prix,,13.52002590536534,13.031447745626089,2025.0,2022.6493506493507
ALB,98.4169107142857,,1.0,10.0,7.0,27.22,35.82,18.23,Chinese Grand Prix,,16.0,14.25,2025.0,2023.1929824561405
OCO,98.30348214285712,,1.0,11.0,5.0,27.22,35.82,18.23,Chinese Grand Prix,,11.518001233573589,10.996440137213025,2025.0,2022.6410256410256
HUL,99.55003636363637,,1.0,12.0,15.0,27.22,35.82,18.23,Chinese Grand Prix,,17.5,14.5,2025.0,2023.4583333333333
STR,98.6648214285714,,1.0,14.0,9.0,27.22,35.82,18.23,Chinese Grand Prix,,13.939814544715148,11.939087551470942,2025.0,2022.6363636363635
SAI,98.77523214285712,,1.0,15.0,10.0,27.22,35.82,18.23,Chinese Grand Prix,,6.924382491147197,7.035954437833695,2025.0,2022.6184210526317
GAS,98.6110892857143,,1.0,16.0,20.0,27.22,35.82,18.23,Chinese Grand Prix,,7.812392307331695,10.842924591513812,2025.0,2022.6410256410256
VER,92.96194339622642,,1.0,1.0,1.0,14.43,20.51,76.37,Japanese Grand Prix,,2.588655308768091,4.3271076997957705,2025.0,2022.6410256410256
NOR,92.98879245283018,,1.0,2.0,2.0,14.43,20.51,76.37,Japanese Grand Prix,,7.111271198511861,6.908434361576576,2025.0,2022.6410256410256
LEC,93.26566037735849,,1.0,4.0,4.0,14.43,20.51,76.37,Japanese Grand Prix,,5.473180130173215,7.152090717450474,2025.0,2022.6410256410256
RUS,93.2895283018868,,1.0,5.0,5.0,14.43,20.51,76.37,Japanese Grand Prix,,11.451304659337108,12.17491860135049,2025.0,2022.6410256410256
HAM,93.51254716981131,,1.0,8.0,7.0,14.43,20.51,76.37,Japanese Grand Prix,,3.2735953246356932,3.849629173894382,2025.0,2022.6410256410256
ALB,93.7235849056604,,1.0,9.0,9.0,14.43,20.51,76.37,Japanese Grand Prix,,16.0,14.25,2025.0,2023.1929824561405
GAS,94.13405660377356,,1.0,11.0,13.0,14.43,20.51,76.37,Japanese Grand Prix,,7.812392307331695,10.842924591513812,2025.0,2022.6410256410256
SAI,94.36060377358493,,1.0,12.0,14.0,14.43,20.51,76.37,Japanese Grand Prix,,6.924382491147197,7.035954437833695,2025.0,2022.6184210526317
ALO,94.04369811320754,,1.0,13.0,11.0,14.43,20.51,76.37,Japanese Grand Prix,,10.558843925308382,10.529275924130372,2025.0,2022.6410256410256
TSU,94.06384905660376,,1.0,15.0,12.0,14.43,20.51,76.37,Japanese Grand Prix,,13.52002590536534,13.031447745626089,2025.0,2022.6493506493507
HUL,94.50830188679248,,1.0,16.0,16.0,14.43,20.51,76.37,Japanese Grand Prix,,17.5,14.5,2025.0,2023.4583333333333
OCO,94.53624528301889,,1.0,18.0,18.0,14.43,20.51,76.37,Japanese Grand Prix,,11.518001233573589,10.996440137213025,2025.0,2022.6410256410256
STR,94.99830769230768,,2.0,20.0,20.0,14.43,20.51,76.37,Japanese Grand Prix,,13.939814544715148,11.939087551470942,2025.0,2022.6363636363635
RUS,100.0234181818182,,2.0,2.0,2.0,27.05,31.87,45.33,Bahrain Grand Prix,,11.451304659337108,12.17491860135049,2025.0,2022.6410256410256
LEC,100.01864285714284,,2.0,3.0,4.0,27.05,31.87,45.33,Bahrain Grand Prix,,5.473180130173215,7.152090717450474,2025.0,2022.6410256410256
GAS,101.32345614035088,,2.0,5.0,7.0,27.05,31.87,45.33,Bahrain Grand Prix,,7.812392307331695,10.842924591513812,2025.0,2022.6410256410256
NOR,99.984,,2.0,6.0,3.0,27.05,31.87,45.33,Bahrain Grand Prix,,7.111271198511861,6.908434361576576,2025.0,2022.6410256410256
VER,101.29526315789474,,2.0,7.0,6.0,27.05,31.87,45.33,Bahrain Grand Prix,,2.588655308768091,4.3271076997957705,2025.0,2022.6410256410256
SAI,102.38295454545457,,3.0,8.0,19.0,27.05,31.87,45.33,Bahrain Grand Prix,,6.924382491147197,7.035954437833695,2025.0,2022.6184210526317
HAM,100.27203571428572,,2.0,9.0,5.0,27.05,31.87,45.33,Bahrain Grand Prix,,3.2735953246356932,3.849629173894382,2025.0,2022.6410256410256
TSU,100.58903571428571,,2.0,10.0,9.0,27.05,31.87,45.33,Bahrain Grand Prix,,13.52002590536534,13.031447745626089,2025.0,2022.6493506493507
ALO,100.85835714285714,,2.0,13.0,15.0,27.05,31.87,45.33,Bahrain Grand Prix,,10.558843925308382,10.529275924130372,2025.0,2022.6410256410256
OCO,101.46805263157894,,2.0,14.0,8.0,27.05,31.87,45.33,Bahrain Grand Prix,,11.518001233573589,10.996440137213025,2025.0,2022.6410256410256
ALB,100.66335714285717,,2.0,15.0,12.0,27.05,31.87,45.33,Bahrain Grand Prix,,16.0,14.25,2025.0,2023.1929824561405
HUL,101.62994736842106,,2.0,16.0,20.0,27.05,31.87,45.33,Bahrain Grand Prix,,17.5,14.5,2025.0,2023.4583333333333
STR,100.934,,2.0,19.0,17.0,27.05,31.87,45.33,Bahrain Grand Prix,,13.939814544715148,11.939087551470942,2025.0,2022.6363636363635
VER,94.35722916666668,,1.0,1.0,2.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,2.588655308768091,4.3271076997957705,2025.0,2022.6410256410256
RUS,94.93283333333332,,1.0,3.0,5.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,11.451304659337108,12.17491860135049,2025.0,2022.6410256410256
LEC,94.54710416666668,,1.0,4.0,3.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,5.473180130173215,7.152090717450474,2025.0,2022.6410256410256
SAI,95.82191666666668,,1.0,6.0,8.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,6.924382491147197,7.035954437833695,2025.0,2022.6184210526317
HAM,95.27227083333332,,1.0,7.0,7.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,3.2735953246356932,3.849629173894382,2025.0,2022.6410256410256
NOR,94.71422916666668,,1.0,10.0,4.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,7.111271198511861,6.908434361576576,2025.0,2022.6410256410256
ALB,95.92666666666666,,1.0,11.0,9.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,16.0,14.25,2025.0,2023.1929824561405
ALO,96.13520833333332,,1.0,13.0,11.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,10.558843925308382,10.529275924130372,2025.0,2022.6410256410256
STR,96.8071489361702,,1.0,16.0,16.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,13.939814544715148,11.939087551470942,2025.0,2022.6363636363635
HUL,96.80902127659576,,1.0,18.0,15.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,17.5,14.5,2025.0,2023.4583333333333
OCO,96.80141666666668,,1.0,19.0,14.0,29.48,37.82,62.73,Saudi Arabian Grand Prix,,11.518001233573589,10.996440137213025,2025.0,2022.6410256410256
VER,100.89733333333334,,6.0,1.0,1.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,2.588655308768091,4.3271076997957705,,
NOR,101.91353333333332,,6.0,2.0,2.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,7.111271198511861,6.908434361576576,,
RUS,102.231,,7.0,5.0,5.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,11.451304659337108,12.17491860135049,,
SAI,102.41908333333332,,7.0,6.0,6.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,6.924382491147197,7.035954437833695,,
ALB,103.6755,,7.0,7.0,7.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,16.0,14.25,,
LEC,101.43953846153846,,6.0,8.0,8.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,5.473180130173215,7.152090717450474,,
OCO,99.7826923076923,,7.0,9.0,9.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,11.518001233573589,10.996440137213025,,
TSU,98.31666666666666,,7.0,10.0,10.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,13.52002590536534,13.031447745626089,,
HAM,102.12055555555555,,5.0,12.0,12.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,3.2735953246356932,3.849629173894382,,
HUL,98.0855,,3.0,16.0,16.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,17.5,14.5,,
ALO,99.3596,,3.0,17.0,17.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,10.558843925308382,10.529275924130372,,
GAS,113.30957142857142,,3.0,18.0,18.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,7.812392307331695,10.842924591513812,,
STR,102.12483333333334,,3.0,19.0,19.0,27.97,41.02,63.05,Miami Grand Prix,2025.0,13.939814544715148,11.939087551470942,,
